time	V(vin)	V(n002)
4.007814590934754e-004	2.558939e+000	2.640637e+000
4.007938539639152e-004	2.559795e+000	2.652005e+000
4.008115839913026e-004	2.561014e+000	2.664401e+000
4.008270939404629e-004	2.562074e+000	2.671429e+000
4.008408423484089e-004	2.563009e+000	2.674330e+000
4.008545161438851e-004	2.563934e+000	2.674466e+000
4.008696910029746e-004	2.564955e+000	2.672263e+000
4.008833720326166e-004	2.565871e+000	2.668748e+000
4.008971870946206e-004	2.566791e+000	2.664228e+000
4.009101434020430e-004	2.567649e+000	2.659593e+000
4.009235102637784e-004	2.568529e+000	2.654802e+000
4.009364046561849e-004	2.569374e+000	2.650479e+000
4.009495840053634e-004	2.570233e+000	2.646595e+000
4.009624145428290e-004	2.571064e+000	2.643486e+000
4.009754503911174e-004	2.571904e+000	2.641102e+000
4.009882519666272e-004	2.572724e+000	2.639557e+000
4.010012044280020e-004	2.573549e+000	2.638791e+000
4.010139935261400e-004	2.574359e+000	2.638778e+000
4.010268894926704e-004	2.575170e+000	2.639460e+000
4.010411445558473e-004	2.576061e+000	2.640914e+000
4.010576427095961e-004	2.577085e+000	2.643313e+000
4.010767097776043e-004	2.578257e+000	2.646761e+000
4.010991311968360e-004	2.579621e+000	2.651343e+000
4.011259956353763e-004	2.581234e+000	2.657027e+000
4.011594242243078e-004	2.583206e+000	2.663699e+000
4.012027553063444e-004	2.585704e+000	2.671059e+000
4.012627736944746e-004	2.589047e+000	2.679037e+000
4.013543902426261e-004	2.593882e+000	2.688845e+000
4.014830213496253e-004	2.600181e+000	2.701586e+000
4.016061934700654e-004	2.605563e+000	2.713241e+000
4.017901432970373e-004	2.612361e+000	2.728309e+000
4.019904243956548e-004	2.618135e+000	2.741012e+000
4.022088616404472e-004	2.622451e+000	2.750803e+000
4.023844775355174e-004	2.624191e+000	2.755129e+000
4.026069943691957e-004	2.624124e+000	2.755838e+000
4.028241746415837e-004	2.621500e+000	2.751230e+000
4.031764583696301e-004	2.611713e+000	2.732243e+000
4.037388116681066e-004	2.585411e+000	2.679507e+000
4.045119517940906e-004	2.535621e+000	2.578009e+000
4.052355362900582e-004	2.482083e+000	2.467647e+000
4.057724607754734e-004	2.443177e+000	2.386715e+000
4.062678014358935e-004	2.413097e+000	2.323506e+000
4.068303424865804e-004	2.387239e+000	2.268439e+000
4.070501558588035e-004	2.380383e+000	2.253530e+000
4.072133151851195e-004	2.377368e+000	2.246729e+000
4.073882196480012e-004	2.375782e+000	2.242828e+000
4.076083912351423e-004	2.375880e+000	2.242232e+000
4.078264471755017e-004	2.378544e+000	2.246964e+000
4.081801290535131e-004	2.388420e+000	2.266206e+000
4.087445824015821e-004	2.414124e+000	2.317761e+000
4.093215350610563e-004	2.450181e+000	2.391221e+000
4.099939371674633e-004	2.499553e+000	2.492882e+000
4.106588984100781e-004	2.548565e+000	2.594705e+000
4.112153717845354e-004	2.584063e+000	2.669163e+000
4.117268048804998e-004	2.609031e+000	2.722181e+000
4.120056068535842e-004	2.618452e+000	2.742544e+000
4.121799365528778e-004	2.622128e+000	2.750726e+000
4.123479073149981e-004	2.624047e+000	2.755276e+000
4.125334123260391e-004	2.624582e+000	2.757035e+000
4.127044087299537e-004	2.623391e+000	2.755170e+000
4.129824940502886e-004	2.617855e+000	2.744664e+000
4.134310357590148e-004	2.601128e+000	2.711459e+000
4.141332279576219e-004	2.561540e+000	2.631239e+000
4.148726151889874e-004	2.509413e+000	2.524284e+000
4.155059965535397e-004	2.462021e+000	2.426119e+000
4.160029461743503e-004	2.428250e+000	2.355535e+000
4.165316687600040e-004	2.399548e+000	2.294873e+000
4.169375220720281e-004	2.383607e+000	2.260645e+000
4.171292121347466e-004	2.378736e+000	2.249920e+000
4.172855492787602e-004	2.376444e+000	2.244629e+000
4.174484583671788e-004	2.375432e+000	2.241942e+000
4.176308329088398e-004	2.375942e+000	2.242335e+000
4.178629494450307e-004	2.379275e+000	2.248403e+000
4.182390300545896e-004	2.390637e+000	2.270653e+000
4.188368723507945e-004	2.419454e+000	2.328612e+000
4.194297554689773e-004	2.457749e+000	2.406766e+000
4.200726268337830e-004	2.505407e+000	2.505026e+000
4.207605930058068e-004	2.555475e+000	2.609180e+000
4.213136845491505e-004	2.589408e+000	2.680482e+000
4.218113080902505e-004	2.612205e+000	2.729021e+000
4.220473302927543e-004	2.619523e+000	2.744921e+000
4.222111939583380e-004	2.622601e+000	2.751838e+000
4.223856508503345e-004	2.624202e+000	2.755746e+000
4.226074323898807e-004	2.624123e+000	2.756363e+000
4.228248872544798e-004	2.621486e+000	2.751664e+000
4.231776094538125e-004	2.611671e+000	2.732524e+000
4.237406215402453e-004	2.585528e+000	2.680038e+000
4.244569501498230e-004	2.539699e+000	2.586577e+000
4.252023379619956e-004	2.484581e+000	2.472960e+000
4.257522142888990e-004	2.444539e+000	2.389676e+000
4.262366551268890e-004	2.414709e+000	2.327017e+000
4.267947395947728e-004	2.388443e+000	2.271115e+000
4.270241318385681e-004	2.381002e+000	2.254974e+000
4.271937992887502e-004	2.377657e+000	2.247471e+000
4.273646209722865e-004	2.375945e+000	2.243320e+000
4.275995752383871e-004	2.375859e+000	2.242283e+000
4.278121037515140e-004	2.378275e+000	2.246521e+000
4.281569541608065e-004	2.387590e+000	2.264619e+000
4.287081123072299e-004	2.412099e+000	2.313713e+000
4.292805425695364e-004	2.447376e+000	2.385529e+000
4.299620126760751e-004	2.497175e+000	2.488003e+000
4.306195984823213e-004	2.545833e+000	2.589035e+000
4.311776447763940e-004	2.581932e+000	2.664698e+000
4.316933741602817e-004	2.607692e+000	2.719340e+000
4.319895137251766e-004	2.618013e+000	2.741610e+000
4.321679142914071e-004	2.621933e+000	2.750308e+000
4.323334471888673e-004	2.624002e+000	2.755158e+000
4.324883118400896e-004	2.624696e+000	2.757138e+000
4.326456512983334e-004	2.624012e+000	2.756271e+000
4.328870433653137e-004	2.620205e+000	2.749229e+000
4.332778442011734e-004	2.607821e+000	2.724873e+000
4.338973564659082e-004	2.576277e+000	2.661262e+000
4.346682304840343e-004	2.524398e+000	2.555139e+000
4.354040191351939e-004	2.469569e+000	2.441810e+000
4.359225148901855e-004	2.433312e+000	2.366170e+000
4.364350735954960e-004	2.404222e+000	2.304819e+000
4.368997346143071e-004	2.384830e+000	2.263306e+000
4.371012232206041e-004	2.379264e+000	2.251119e+000
4.372517438920025e-004	2.376853e+000	2.245605e+000
4.374349081141228e-004	2.375535e+000	2.242213e+000
4.376257907918157e-004	2.375927e+000	2.242330e+000
4.378547495650093e-004	2.379104e+000	2.248087e+000
4.382258084556576e-004	2.390126e+000	2.269646e+000
4.388162076551156e-004	2.418230e+000	2.326138e+000
4.394036111640648e-004	2.455893e+000	2.402970e+000
4.400524286947449e-004	2.503902e+000	2.501919e+000
4.407354272919335e-004	2.553787e+000	2.605658e+000
4.412887738667921e-004	2.588083e+000	2.677688e+000
4.417905626052371e-004	2.611454e+000	2.727413e+000
4.420368635190481e-004	2.619264e+000	2.744358e+000
4.422033410808628e-004	2.622486e+000	2.751580e+000
4.423761490441374e-004	2.624138e+000	2.755588e+000
4.426038840292161e-004	2.624131e+000	2.756376e+000
4.428191143053250e-004	2.621595e+000	2.751876e+000
4.431682832431038e-004	2.612007e+000	2.733196e+000
4.437259515713886e-004	2.586348e+000	2.681703e+000
4.444396084460448e-004	2.540926e+000	2.589099e+000
4.451845725418906e-004	2.485914e+000	2.475728e+000
4.457365549653903e-004	2.445606e+000	2.391910e+000
4.462191644347664e-004	2.415663e+000	2.329036e+000
4.467778643660858e-004	2.389077e+000	2.272482e+000
4.470182177317845e-004	2.381165e+000	2.255331e+000
4.471893708884049e-004	2.377725e+000	2.247627e+000
4.473592773095838e-004	2.375929e+000	2.243305e+000
4.475705523710965e-004	2.375628e+000	2.241910e+000
4.477648715751568e-004	2.377468e+000	2.245019e+000
4.480805324247277e-004	2.385028e+000	2.259569e+000
4.485872609229782e-004	2.405843e+000	2.301090e+000
4.491770251347302e-004	2.438730e+000	2.367711e+000
4.493023637909482e-004	2.447101e+000	2.384817e+000
4.495530411033842e-004	2.465357e+000	2.422208e+000
4.499999053697212e-004	2.499993e+000	2.493670e+000
4.500010000000000e-004	2.500079e+000	2.493848e+000
4.500010125000000e-004	2.500080e+000	2.493850e+000
4.500010375000000e-004	2.500082e+000	2.493855e+000
4.500010437499999e-004	2.500082e+000	2.493855e+000
4.500010562499999e-004	2.500083e+000	2.493857e+000
4.500010812500000e-004	2.500085e+000	2.493861e+000
4.500010874999999e-004	2.500086e+000	2.493863e+000
4.500010999999999e-004	2.500087e+000	2.493865e+000
4.500011249999999e-004	2.500089e+000	2.493869e+000
4.500011750000000e-004	2.500093e+000	2.493877e+000
4.500012344378627e-004	2.500098e+000	2.493886e+000
4.500013019989218e-004	2.500103e+000	2.493897e+000
4.500013761591072e-004	2.500109e+000	2.493909e+000
4.500014595314702e-004	2.500115e+000	2.493923e+000
4.500015379141225e-004	2.500121e+000	2.493936e+000
4.500016153626941e-004	2.500127e+000	2.493948e+000
4.500016989909799e-004	2.500134e+000	2.493962e+000
4.500017920291363e-004	2.500141e+000	2.493977e+000
4.500018017280984e-004	2.500142e+000	2.493979e+000
4.500018211260225e-004	2.500144e+000	2.493982e+000
4.500018599218707e-004	2.500147e+000	2.493988e+000
4.500019118321356e-004	2.500151e+000	2.493996e+000
4.500019432835354e-004	2.500153e+000	2.494002e+000
4.500019618830093e-004	2.500155e+000	2.494005e+000
4.500019676466388e-004	2.500155e+000	2.494006e+000
4.500019791738978e-004	2.500156e+000	2.494007e+000
4.500020000000000e-004	2.500158e+000	2.494011e+000
4.500020020826102e-004	2.500158e+000	2.494011e+000
4.500020062478307e-004	2.500158e+000	2.494012e+000
4.500020145782716e-004	2.500159e+000	2.494013e+000
4.500020312391533e-004	2.500160e+000	2.494016e+000
4.500020624086069e-004	2.500163e+000	2.494021e+000
4.500021030043650e-004	2.500166e+000	2.494028e+000
4.500021720437474e-004	2.500171e+000	2.494039e+000
4.500021852579655e-004	2.500172e+000	2.494041e+000
4.500022116864015e-004	2.500174e+000	2.494045e+000
4.500022182935105e-004	2.500175e+000	2.494046e+000
4.500022315077285e-004	2.500176e+000	2.494049e+000
4.500022579361646e-004	2.500178e+000	2.494053e+000
4.500022636380454e-004	2.500178e+000	2.494054e+000
4.500022750418070e-004	2.500179e+000	2.494056e+000
4.500022978493302e-004	2.500181e+000	2.494059e+000
4.500023251517572e-004	2.500183e+000	2.494064e+000
4.500023630594711e-004	2.500186e+000	2.494070e+000
4.500024087620589e-004	2.500190e+000	2.494077e+000
4.500024604343071e-004	2.500194e+000	2.494086e+000
4.500025293428009e-004	2.500199e+000	2.494097e+000
4.500025985405240e-004	2.500205e+000	2.494108e+000
4.500026804390858e-004	2.500211e+000	2.494122e+000
4.500028006837914e-004	2.500221e+000	2.494141e+000
4.500029880189096e-004	2.500235e+000	2.494172e+000
4.500032437646072e-004	2.500255e+000	2.494213e+000
4.500035539557379e-004	2.500280e+000	2.494263e+000
4.500039885621815e-004	2.500314e+000	2.494333e+000
4.500045514208423e-004	2.500358e+000	2.494422e+000
4.500054218780347e-004	2.500426e+000	2.494555e+000
4.500065876270676e-004	2.500518e+000	2.494726e+000
4.500084156446459e-004	2.500662e+000	2.494972e+000
4.500111139239832e-004	2.500873e+000	2.495285e+000
4.500155747684108e-004	2.501224e+000	2.495674e+000
4.500227752640152e-004	2.501789e+000	2.495973e+000
4.500354195486879e-004	2.502782e+000	2.495954e+000
4.500368614332165e-004	2.502895e+000	2.495889e+000
4.500397452022738e-004	2.503122e+000	2.495612e+000
4.500455127403883e-004	2.503575e+000	2.494370e+000
4.500570478166173e-004	2.504480e+000	2.488671e+000
4.500685961578616e-004	2.505386e+000	2.477313e+000
4.500798828085876e-004	2.506272e+000	2.459117e+000
4.500904908779927e-004	2.507104e+000	2.435502e+000
4.501034822140950e-004	2.508122e+000	2.400584e+000
4.501112840869584e-004	2.508734e+000	2.377261e+000
4.501185547261237e-004	2.509303e+000	2.354097e+000
4.501267685898998e-004	2.509946e+000	2.327078e+000
4.501343893739599e-004	2.510543e+000	2.301520e+000
4.501423239060084e-004	2.511164e+000	2.274656e+000
4.501527635555878e-004	2.511980e+000	2.239458e+000
4.501683660471145e-004	2.513199e+000	2.188672e+000
4.501942053091770e-004	2.515214e+000	2.112784e+000
4.502265530476846e-004	2.517732e+000	2.038760e+000
4.502651168146984e-004	2.520725e+000	1.985529e+000
4.502936730141934e-004	2.522933e+000	1.976305e+000
4.503247244958513e-004	2.525325e+000	1.997848e+000
4.503580587298900e-004	2.527883e+000	2.045821e+000
4.503845095805009e-004	2.529906e+000	2.096021e+000
4.503966077187009e-004	2.530828e+000	2.121360e+000
4.504102777207183e-004	2.531868e+000	2.150498e+000
4.504228983802314e-004	2.532825e+000	2.177249e+000
4.504394737697847e-004	2.534080e+000	2.212196e+000
4.504416691036834e-004	2.534246e+000	2.216804e+000
4.504422179371581e-004	2.534287e+000	2.217952e+000
4.504433156041074e-004	2.534370e+000	2.220248e+000
4.504455109380062e-004	2.534536e+000	2.224838e+000
4.504475988712922e-004	2.534693e+000	2.229208e+000
4.504517747378643e-004	2.535008e+000	2.237940e+000
4.504578179899343e-004	2.535464e+000	2.250525e+000
4.504649910001047e-004	2.536003e+000	2.265346e+000
4.504727065592236e-004	2.536583e+000	2.281136e+000
4.504819799412934e-004	2.537279e+000	2.299930e+000
4.504941357223835e-004	2.538188e+000	2.324308e+000
4.505129375761291e-004	2.539591e+000	2.361472e+000
4.505428829961860e-004	2.541814e+000	2.419673e+000
4.505610731408254e-004	2.543159e+000	2.454392e+000
4.505740775846789e-004	2.544116e+000	2.478768e+000
4.505883888431993e-004	2.545166e+000	2.505166e+000
4.506053630785975e-004	2.546406e+000	2.535913e+000
4.506256992462528e-004	2.547884e+000	2.571844e+000
4.506549559154534e-004	2.550000e+000	2.622371e+000
4.506592733734689e-004	2.550312e+000	2.629669e+000
4.506610003566751e-004	2.550436e+000	2.632557e+000
4.506614321024766e-004	2.550467e+000	2.633278e+000
4.506622955940797e-004	2.550529e+000	2.634718e+000
4.506625114669805e-004	2.550544e+000	2.635078e+000
4.506638067043851e-004	2.550637e+000	2.637229e+000
4.506655336875913e-004	2.550761e+000	2.640055e+000
4.506689876540037e-004	2.551009e+000	2.645547e+000
4.506729383204376e-004	2.551292e+000	2.651509e+000
4.506797860047359e-004	2.551782e+000	2.661060e+000
4.506910823983636e-004	2.552587e+000	2.675257e+000
4.507088585226862e-004	2.553849e+000	2.694530e+000
4.507364781423094e-004	2.555794e+000	2.718042e+000
4.507842547507381e-004	2.559122e+000	2.746773e+000
4.508229342391814e-004	2.561785e+000	2.761572e+000
4.508542590669375e-004	2.563912e+000	2.768496e+000
4.508857527569166e-004	2.566024e+000	2.772848e+000
4.509205846626357e-004	2.568330e+000	2.776489e+000
4.509546164409021e-004	2.570552e+000	2.780004e+000
4.509917216516174e-004	2.572936e+000	2.784638e+000
4.510311973814090e-004	2.575428e+000	2.791009e+000
4.510781831210746e-004	2.578327e+000	2.800654e+000
4.511431319666501e-004	2.582221e+000	2.816533e+000
4.512157249493939e-004	2.586415e+000	2.835914e+000
4.512965572159056e-004	2.590864e+000	2.857395e+000
4.513952636634660e-004	2.595945e+000	2.881239e+000
4.515358108443375e-004	2.602347e+000	2.909670e+000
4.518169052060805e-004	2.612853e+000	2.955233e+000
4.520748175301571e-004	2.620088e+000	2.987622e+000
4.522318521892333e-004	2.622889e+000	3.001041e+000
4.524107058814839e-004	2.624350e+000	3.009124e+000
4.526167772444887e-004	2.624098e+000	3.010395e+000
4.528400890845315e-004	2.621192e+000	3.000988e+000
4.532021551592843e-004	2.610769e+000	2.962100e+000
4.537791632559407e-004	2.584042e+000	2.857644e+000
4.543307508217457e-004	2.549513e+000	2.719388e+000
4.548806884920690e-004	2.509087e+000	2.554862e+000
4.554385840337573e-004	2.466727e+000	2.380153e+000
4.558757310724627e-004	2.435869e+000	2.251179e+000
4.563146633122593e-004	2.409812e+000	2.140554e+000
4.567493549366083e-004	2.389773e+000	2.053667e+000
4.569911425388336e-004	2.381835e+000	2.018175e+000
4.571691301952355e-004	2.378047e+000	2.000403e+000
4.573349081597707e-004	2.375990e+000	1.989860e+000
4.574914030089223e-004	2.375302e+000	1.985031e+000
4.576468002681974e-004	2.375992e+000	1.985902e+000
4.578889112091168e-004	2.379836e+000	1.998760e+000
4.582808509460231e-004	2.392302e+000	2.045720e+000
4.589020303898804e-004	2.423098e+000	2.167061e+000
4.594408489890459e-004	2.458110e+000	2.308320e+000
4.599222889909037e-004	2.494037e+000	2.455374e+000
4.604085328864922e-004	2.531125e+000	2.608837e+000
4.608332872290714e-004	2.561423e+000	2.735507e+000
4.612472560484587e-004	2.586757e+000	2.842654e+000
4.616600431492885e-004	2.606421e+000	2.927257e+000
4.620211524280328e-004	2.618671e+000	2.981358e+000
4.621915680322048e-004	2.622309e+000	2.998184e+000
4.623619280318465e-004	2.624087e+000	3.007421e+000
4.625738249564043e-004	2.624353e+000	3.010956e+000
4.627701982709134e-004	2.622447e+000	3.005373e+000
4.630891588038396e-004	2.614697e+000	2.977054e+000
4.636009455516645e-004	2.593527e+000	2.895107e+000
4.641762576173538e-004	2.559859e+000	2.761046e+000
4.647475115820102e-004	2.519136e+000	2.595981e+000
4.652663012809111e-004	2.479601e+000	2.433555e+000
4.657060533849275e-004	2.447412e+000	2.299640e+000
4.661628028735387e-004	2.418172e+000	2.176272e+000
4.665907773258612e-004	2.396452e+000	2.082863e+000
4.669568069185032e-004	2.382991e+000	2.023350e+000
4.671435423917322e-004	2.378480e+000	2.002509e+000
4.673033730530906e-004	2.376248e+000	1.991309e+000
4.674543119943069e-004	2.375384e+000	1.985838e+000
4.676330103108411e-004	2.375948e+000	1.985898e+000
4.678664902513400e-004	2.379349e+000	1.997023e+000
4.682447374518238e-004	2.390860e+000	2.040158e+000
4.688457832059493e-004	2.419774e+000	2.153771e+000
4.693906544900515e-004	2.454522e+000	2.293713e+000
4.698620215043453e-004	2.489413e+000	2.436351e+000
4.703341521662196e-004	2.525541e+000	2.585625e+000
4.707727090328800e-004	2.557300e+000	2.718188e+000
4.711879159863237e-004	2.583443e+000	2.828553e+000
4.716019989053488e-004	2.603834e+000	2.916060e+000
4.720190637038866e-004	2.618514e+000	2.980687e+000
4.721900041854883e-004	2.622285e+000	2.998075e+000
4.723600412375894e-004	2.624075e+000	3.007362e+000
4.725714955357287e-004	2.624367e+000	3.010980e+000
4.727664067575044e-004	2.622507e+000	3.005576e+000
4.730830187855185e-004	2.614893e+000	2.977798e+000
4.735912062925772e-004	2.594026e+000	2.897072e+000
4.741649997669641e-004	2.560613e+000	2.764084e+000
4.747340177664116e-004	2.520157e+000	2.600157e+000
4.752500574179440e-004	2.480830e+000	2.438641e+000
4.756888555430146e-004	2.448629e+000	2.304732e+000
4.761530362011164e-004	2.418764e+000	2.178782e+000
4.765826950518888e-004	2.396831e+000	2.084502e+000
4.769560613878335e-004	2.383027e+000	2.023510e+000
4.771429878373991e-004	2.378490e+000	2.002567e+000
4.773026835213806e-004	2.376253e+000	1.991346e+000
4.774530868496295e-004	2.375387e+000	1.985865e+000
4.776325546216300e-004	2.375947e+000	1.985896e+000
4.778657492401403e-004	2.379333e+000	1.996967e+000
4.782435431149416e-004	2.390813e+000	2.039974e+000
4.788439189880930e-004	2.419665e+000	2.153337e+000
4.793887101255634e-004	2.454381e+000	2.293144e+000
4.798587345805127e-004	2.489048e+000	2.434618e+000
4.800000000000000e-004	2.500000e+000	2.479699e+000
4.800003774282100e-004	2.500030e+000	2.479822e+000
4.800011322846300e-004	2.500089e+000	2.480067e+000
4.800026419974699e-004	2.500208e+000	2.480558e+000
4.800056614231499e-004	2.500445e+000	2.481539e+000
4.800237779772296e-004	2.501868e+000	2.487422e+000
4.800479333826692e-004	2.503764e+000	2.495261e+000
4.800962441935485e-004	2.507554e+000	2.510928e+000
4.801130242648282e-004	2.508870e+000	2.516365e+000
4.801249464501344e-004	2.509804e+000	2.520224e+000
4.801388045022664e-004	2.510888e+000	2.524708e+000
4.801524401058755e-004	2.511955e+000	2.529117e+000
4.801709889761827e-004	2.513404e+000	2.535110e+000
4.801905128524715e-004	2.514927e+000	2.541411e+000
4.802222172337687e-004	2.517394e+000	2.551625e+000
4.802669970193395e-004	2.520869e+000	2.566019e+000
4.803037675679537e-004	2.523712e+000	2.577808e+000
4.803265612563387e-004	2.525468e+000	2.585097e+000
4.803423074428089e-004	2.526678e+000	2.590121e+000
4.803527618497471e-004	2.527480e+000	2.593452e+000
4.803606038133153e-004	2.528080e+000	2.595948e+000
4.803655446493373e-004	2.528459e+000	2.597520e+000
4.803693780222130e-004	2.528752e+000	2.598739e+000
4.803720951965445e-004	2.528959e+000	2.599602e+000
4.803742947966735e-004	2.529127e+000	2.600301e+000
4.803763890836609e-004	2.529287e+000	2.600966e+000
4.803789768780359e-004	2.529485e+000	2.601789e+000
4.803815732854596e-004	2.529683e+000	2.602613e+000
4.803827319380325e-004	2.529771e+000	2.602982e+000
4.803834889006807e-004	2.529829e+000	2.603222e+000
4.803839478099924e-004	2.529864e+000	2.603368e+000
4.803842922537334e-004	2.529890e+000	2.603477e+000
4.803847899832307e-004	2.529928e+000	2.603636e+000
4.803850616587677e-004	2.529949e+000	2.603722e+000
4.803854714243768e-004	2.529980e+000	2.603852e+000
4.803858833544125e-004	2.530012e+000	2.603983e+000
4.803864609107179e-004	2.530056e+000	2.604167e+000
4.803871285978979e-004	2.530107e+000	2.604379e+000
4.803879901253206e-004	2.530172e+000	2.604653e+000
4.803892204783512e-004	2.530266e+000	2.605044e+000
4.803914107170247e-004	2.530433e+000	2.605740e+000
4.803945357920000e-004	2.530671e+000	2.606732e+000
4.803994229748069e-004	2.531043e+000	2.608283e+000
4.804067504429893e-004	2.531600e+000	2.610604e+000
4.804188719158278e-004	2.532520e+000	2.614436e+000
4.804299368124822e-004	2.533358e+000	2.617927e+000
4.804402921252240e-004	2.534141e+000	2.621187e+000
4.804516522990431e-004	2.534998e+000	2.624755e+000
4.804646856554942e-004	2.535980e+000	2.628840e+000
4.804797850095412e-004	2.537114e+000	2.633560e+000
4.804972501368315e-004	2.538421e+000	2.639003e+000
4.805180066310856e-004	2.539968e+000	2.645447e+000
4.805432645610413e-004	2.541841e+000	2.653255e+000
4.805753483360558e-004	2.544204e+000	2.663113e+000
4.806179966944811e-004	2.547315e+000	2.676104e+000
4.806792648775407e-004	2.551714e+000	2.694507e+000
4.807774648108490e-004	2.558641e+000	2.723543e+000
4.808164591725970e-004	2.561343e+000	2.734889e+000
4.808420917167172e-004	2.563093e+000	2.742245e+000
4.808574847774096e-004	2.564135e+000	2.746629e+000
4.808687888894354e-004	2.564895e+000	2.749830e+000
4.808830384018118e-004	2.565850e+000	2.753847e+000
4.808916087337917e-004	2.566421e+000	2.756254e+000
4.809011974254772e-004	2.567057e+000	2.758936e+000
4.809128841029862e-004	2.567830e+000	2.762189e+000
4.809311150389225e-004	2.569026e+000	2.767231e+000
4.809604100800846e-004	2.570929e+000	2.775261e+000
4.809919705276895e-004	2.572961e+000	2.783835e+000
4.810000000000000e-004	2.573474e+000	2.786001e+000
4.810005552924672e-004	2.573509e+000	2.786150e+000
4.810016658774017e-004	2.573579e+000	2.786448e+000
4.810038870472707e-004	2.573720e+000	2.787044e+000
4.811653732446875e-004	2.583337e+000	2.827850e+000
4.813268594421044e-004	2.592017e+000	2.864893e+000
4.814883456395212e-004	2.599759e+000	2.898170e+000
4.816498318369380e-004	2.606564e+000	2.927683e+000
4.818113180343548e-004	2.612432e+000	2.953431e+000
4.819728042317716e-004	2.617363e+000	2.975414e+000
4.821342904291884e-004	2.621356e+000	2.993632e+000
4.822918669240207e-004	2.623628e+000	3.004747e+000
4.824498669273994e-004	2.624585e+000	3.010476e+000
4.826313568959322e-004	2.624057e+000	3.010398e+000
4.828638015465669e-004	2.620708e+000	2.999284e+000
4.832404036528546e-004	2.609310e+000	2.956492e+000
4.838390174524974e-004	2.580605e+000	2.843989e+000
4.843881000129317e-004	2.545501e+000	2.703168e+000
4.849374754530280e-004	2.504775e+000	2.537167e+000
4.855068591818780e-004	2.461731e+000	2.359367e+000
4.859432180601790e-004	2.431489e+000	2.232714e+000
4.863811418186388e-004	2.406521e+000	2.126380e+000
4.868398010372308e-004	2.386695e+000	2.039966e+000
4.870570902951641e-004	2.380223e+000	2.010729e+000
4.872185233559458e-004	2.377295e+000	1.996674e+000
4.873945305623020e-004	2.375742e+000	1.988079e+000
4.876107461183741e-004	2.375886e+000	1.985926e+000
4.878302781699895e-004	2.378617e+000	1.994444e+000
4.881863160810631e-004	2.388646e+000	2.031654e+000
4.887543041187893e-004	2.414571e+000	2.133046e+000
4.893089081062590e-004	2.448828e+000	2.270610e+000
4.897890628273204e-004	2.483855e+000	2.413515e+000
4.902695464032271e-004	2.520617e+000	2.565204e+000
4.907343481942358e-004	2.554611e+000	2.706924e+000
4.911526281676984e-004	2.581399e+000	2.819874e+000
4.915703985396519e-004	2.602359e+000	2.909699e+000
4.920174999085212e-004	2.618418e+000	2.980278e+000
4.921888335646406e-004	2.622267e+000	2.997990e+000
4.923586292195322e-004	2.624067e+000	3.007316e+000
4.925697522113514e-004	2.624376e+000	3.010999e+000
4.927635691486328e-004	2.622552e+000	3.005727e+000
4.930784229112671e-004	2.615039e+000	2.978349e+000
4.935839128537641e-004	2.594389e+000	2.898496e+000
4.941587103861762e-004	2.561020e+000	2.765717e+000
4.947286491673955e-004	2.520560e+000	2.601802e+000
4.952431288827111e-004	2.481356e+000	2.440817e+000
4.956824490394124e-004	2.449086e+000	2.306641e+000
4.961494283231441e-004	2.418980e+000	2.179702e+000
4.965790413804938e-004	2.397000e+000	2.085234e+000
4.969555854316672e-004	2.383046e+000	2.023592e+000
4.971426338263713e-004	2.378496e+000	2.002588e+000
4.973022433358376e-004	2.376256e+000	1.991359e+000
4.974523047324276e-004	2.375389e+000	1.985883e+000
4.976322637061734e-004	2.375946e+000	1.985898e+000
4.978652761693889e-004	2.379323e+000	1.996932e+000
4.982427806096137e-004	2.390783e+000	2.039859e+000
4.988427286752720e-004	2.418779e+000	2.149579e+000
4.992060640490474e-004	2.440586e+000	2.236993e+000
4.993746021886545e-004	2.452352e+000	2.284669e+000
4.996639237207858e-004	2.473801e+000	2.371891e+000
4.996659237207858e-004	2.473954e+000	2.372523e+000
4.998729999999980e-004	2.490036e+000	2.438667e+000
4.999990000002451e-004	2.499922e+000	2.479383e+000
5.000000000000000e-004	2.500000e+000	2.479707e+000
5.000000124999969e-004	2.500001e+000	2.479711e+000
5.000000374999908e-004	2.500004e+000	2.479719e+000
5.000000874999785e-004	2.500007e+000	2.479735e+000
5.000000999999754e-004	2.500008e+000	2.479739e+000
5.000001249999693e-004	2.500010e+000	2.479747e+000
5.000001749999570e-004	2.500014e+000	2.479763e+000
5.000001838469233e-004	2.500015e+000	2.479766e+000
5.000002015408557e-004	2.500016e+000	2.479772e+000
5.000002059643388e-004	2.500017e+000	2.479773e+000
5.000002148113050e-004	2.500017e+000	2.479776e+000
5.000002170230466e-004	2.500018e+000	2.479777e+000
5.000002302934959e-004	2.500019e+000	2.479781e+000
5.000002325052374e-004	2.500019e+000	2.479782e+000
5.000002369287205e-004	2.500019e+000	2.479783e+000
5.000002457756867e-004	2.500020e+000	2.479786e+000
5.000002524109113e-004	2.500020e+000	2.479788e+000
5.000002612578775e-004	2.500021e+000	2.479791e+000
5.000002678931021e-004	2.500022e+000	2.479793e+000
5.000002767400684e-004	2.500022e+000	2.479796e+000
5.000002944340009e-004	2.500024e+000	2.479802e+000
5.000002988574839e-004	2.500024e+000	2.479803e+000
5.000003077044502e-004	2.500025e+000	2.479806e+000
