time	V(vin)	V(n002)
6.910504128553984e-007	2.552585e+000	2.486341e+000
6.981187101195241e-007	2.553089e+000	2.477203e+000
6.998857844355555e-007	2.553215e+000	2.475328e+000
7.104882303317442e-007	2.553967e+000	2.465581e+000
7.181179669084446e-007	2.554507e+000	2.460107e+000
7.305943452318038e-007	2.555386e+000	2.453840e+000
7.428304135859097e-007	2.556246e+000	2.450569e+000
7.537251688802193e-007	2.557009e+000	2.450524e+000
7.679619759758615e-007	2.558002e+000	2.453979e+000
7.796452196694767e-007	2.558813e+000	2.459603e+000
7.945973102182260e-007	2.559846e+000	2.470299e+000
8.100409076594298e-007	2.560908e+000	2.484496e+000
8.244934276531848e-007	2.561897e+000	2.500415e+000
8.384924031099188e-007	2.562850e+000	2.517900e+000
8.523365597754293e-007	2.563787e+000	2.536771e+000
8.659482105572798e-007	2.564704e+000	2.556508e+000
8.804257504557638e-007	2.565675e+000	2.578395e+000
8.938012237176982e-007	2.566566e+000	2.599128e+000
9.073390560456913e-007	2.567464e+000	2.620346e+000
9.202736194901608e-007	2.568316e+000	2.640580e+000
9.335145654017164e-007	2.569185e+000	2.661023e+000
9.463984216262419e-007	2.570025e+000	2.680434e+000
9.594920641860611e-007	2.570875e+000	2.699472e+000
9.723350638223828e-007	2.571704e+000	2.717287e+000
9.853291015450012e-007	2.572537e+000	2.734276e+000
9.981729581893622e-007	2.573356e+000	2.749899e+000
1.011121448142182e-006	2.574177e+000	2.764345e+000
1.024006468419433e-006	2.574989e+000	2.777294e+000
1.037996091929165e-006	2.575865e+000	2.789608e+000
1.054315955926821e-006	2.576879e+000	2.801654e+000
1.072980269505013e-006	2.578029e+000	2.812351e+000
1.095193497567704e-006	2.579383e+000	2.820891e+000
1.121329195526084e-006	2.580955e+000	2.825449e+000
1.154327542163415e-006	2.582911e+000	2.824327e+000
1.186183027550123e-006	2.584767e+000	2.817584e+000
1.213585757603640e-006	2.586338e+000	2.808237e+000
1.236399323761638e-006	2.587626e+000	2.798744e+000
1.259662491123129e-006	2.588919e+000	2.788319e+000
1.283105742193641e-006	2.590202e+000	2.777888e+000
1.314125976492687e-006	2.591867e+000	2.765304e+000
1.351967322861910e-006	2.593850e+000	2.753202e+000
1.399550932686175e-006	2.596266e+000	2.744577e+000
1.457370552392045e-006	2.599084e+000	2.744423e+000
1.526441743461647e-006	2.602305e+000	2.755694e+000
1.568742738827585e-006	2.604191e+000	2.767600e+000
1.602812242521397e-006	2.605648e+000	2.779326e+000
1.634964572256366e-006	2.606976e+000	2.790766e+000
1.669473853180478e-006	2.608351e+000	2.802524e+000
1.704110407492403e-006	2.609676e+000	2.812961e+000
1.750591773151398e-006	2.611366e+000	2.823928e+000
1.812184843070154e-006	2.613445e+000	2.832814e+000
1.903524458501833e-006	2.616257e+000	2.837699e+000
1.967582153572244e-006	2.618026e+000	2.836998e+000
2.026897600249999e-006	2.619467e+000	2.834783e+000
2.099619188895702e-006	2.621005e+000	2.832948e+000
2.169630669430581e-006	2.622231e+000	2.833439e+000
2.345495717887703e-006	2.624333e+000	2.841358e+000
2.430967591487968e-006	2.624775e+000	2.845115e+000
2.533365587752001e-006	2.624820e+000	2.846429e+000
2.654103266142516e-006	2.624253e+000	2.843597e+000
2.762907830141910e-006	2.623147e+000	2.838083e+000
2.877095877582921e-006	2.621324e+000	2.830797e+000
3.011564793878108e-006	2.618318e+000	2.821339e+000
3.189971228735421e-006	2.613163e+000	2.806825e+000
3.326449345820206e-006	2.608331e+000	2.793085e+000
3.456941745771133e-006	2.602772e+000	2.776757e+000
3.690625116693150e-006	2.591155e+000	2.742697e+000
3.912079228744752e-006	2.578294e+000	2.705943e+000
4.308210724519524e-006	2.551406e+000	2.630376e+000
5.011412220811131e-006	2.499194e+000	2.484889e+000
5.749336848923836e-006	2.446104e+000	2.339081e+000
6.451147501329889e-006	2.403266e+000	2.223490e+000
6.780197419081502e-006	2.388409e+000	2.184287e+000
7.013538425699505e-006	2.381264e+000	2.166251e+000
7.185868887347258e-006	2.377779e+000	2.157967e+000
7.355054519239893e-006	2.375955e+000	2.154127e+000
7.565338540901752e-006	2.375600e+000	2.154651e+000
7.756384785750436e-006	2.377336e+000	2.160926e+000
8.066784576972565e-006	2.384596e+000	2.183381e+000
8.565430151637818e-006	2.405475e+000	2.244474e+000
9.335972294838252e-006	2.451891e+000	2.376814e+000
9.965448754743023e-006	2.497451e+000	2.504323e+000
1.051203147176820e-005	2.538491e+000	2.617369e+000
1.101533306340347e-005	2.573055e+000	2.711363e+000
1.140610055333893e-005	2.595070e+000	2.770154e+000
1.182217977228866e-005	2.612377e+000	2.815164e+000
1.213828609185156e-005	2.621189e+000	2.837278e+000
1.229683668947982e-005	2.623684e+000	2.842944e+000
1.245097544306231e-005	2.624597e+000	2.844172e+000
1.263176924849776e-005	2.624056e+000	2.841212e+000
1.286447210309050e-005	2.620694e+000	2.830168e+000
1.324148455264091e-005	2.609268e+000	2.795943e+000
1.384070522203119e-005	2.580370e+000	2.712466e+000
1.442207948697207e-005	2.542850e+000	2.606418e+000
1.505528577273258e-005	2.495924e+000	2.475838e+000
1.575774382479104e-005	2.445766e+000	2.338253e+000
1.652200643977276e-005	2.400042e+000	2.214957e+000
1.682933887400916e-005	2.386688e+000	2.179909e+000
1.704942057341730e-005	2.380400e+000	2.164183e+000
1.721276313438076e-005	2.377377e+000	2.157055e+000
1.738755102899987e-005	2.375786e+000	2.153891e+000
1.760814168005745e-005	2.375879e+000	2.155772e+000
1.782604118303662e-005	2.378536e+000	2.164811e+000
1.817947330930856e-005	2.388396e+000	2.194716e+000
1.874355165836463e-005	2.415148e+000	2.272259e+000
1.959779081871973e-005	2.470646e+000	2.429507e+000
2.021422644302016e-005	2.516338e+000	2.556600e+000
2.072830948820171e-005	2.553905e+000	2.659407e+000
2.121018370332850e-005	2.584693e+000	2.742617e+000
2.157725277637811e-005	2.603236e+000	2.791680e+000
2.193241147239968e-005	2.616153e+000	2.824777e+000
2.217448004173492e-005	2.621908e+000	2.838957e+000
2.234181442512723e-005	2.624012e+000	2.843517e+000
2.252259406508805e-005	2.624622e+000	2.843696e+000
2.268679422091655e-005	2.623605e+000	2.839548e+000
2.295389555988062e-005	2.618607e+000	2.823739e+000
2.338524048013450e-005	2.603616e+000	2.779371e+000
2.396364284197992e-005	2.573305e+000	2.692327e+000
2.453759960689505e-005	2.534576e+000	2.583257e+000
2.518585069570032e-005	2.486167e+000	2.448911e+000
2.589947406910542e-005	2.435990e+000	2.311615e+000
2.654568425213529e-005	2.398664e+000	2.211328e+000
2.684590259328836e-005	2.386133e+000	2.178559e+000
2.706156809973439e-005	2.380121e+000	2.163468e+000
2.722188817703278e-005	2.377248e+000	2.156688e+000
2.739861069778217e-005	2.375718e+000	2.153759e+000
2.761226804061633e-005	2.375890e+000	2.155856e+000
2.783275399784337e-005	2.378665e+000	2.165227e+000
2.819031389040406e-005	2.388792e+000	2.195873e+000
2.876058254687045e-005	2.416122e+000	2.275044e+000
2.962237842860653e-005	2.472456e+000	2.434566e+000
3.024195993274023e-005	2.518435e+000	2.562384e+000
3.075131216453380e-005	2.555494e+000	2.663729e+000
3.123222556511000e-005	2.585922e+000	2.745895e+000
3.159873603302661e-005	2.604141e+000	2.794046e+000
3.195371511022279e-005	2.616761e+000	2.826300e+000
3.218642317323749e-005	2.622104e+000	2.839400e+000
3.235664090109900e-005	2.624053e+000	2.843509e+000
3.256729728163968e-005	2.624390e+000	2.842700e+000
3.275957317100880e-005	2.622615e+000	2.836254e+000
3.307195002183603e-005	2.615243e+000	2.813604e+000
3.357363565678303e-005	2.594946e+000	2.754237e+000
3.413822578319453e-005	2.562348e+000	2.661286e+000
3.472792018964332e-005	2.520526e+000	2.544080e+000
3.539707313751230e-005	2.470693e+000	2.406355e+000
3.613311397506336e-005	2.421141e+000	2.271413e+000
3.664085468471815e-005	2.394185e+000	2.199505e+000
3.691317223078447e-005	2.384017e+000	2.173210e+000
3.711116236839636e-005	2.379071e+000	2.160920e+000
3.726308233605741e-005	2.376732e+000	2.155521e+000
3.745164873931070e-005	2.375477e+000	2.153457e+000
3.763201969811905e-005	2.375945e+000	2.156157e+000
3.786487937474205e-005	2.379315e+000	2.167271e+000
3.824214103220467e-005	2.390758e+000	2.201659e+000
3.884173018005491e-005	2.420871e+000	2.288600e+000
3.973839781133110e-005	2.481020e+000	2.458498e+000
4.034994614840742e-005	2.526551e+000	2.584730e+000
4.084261344964255e-005	2.561695e+000	2.680544e+000
4.131697703906705e-005	2.590544e+000	2.758215e+000
4.167186414093379e-005	2.607165e+000	2.801925e+000
4.201395490689866e-005	2.618492e+000	2.830607e+000
4.219633994177629e-005	2.622351e+000	2.839960e+000
4.236894640434392e-005	2.624084e+000	2.843492e+000
4.260119243598633e-005	2.624138e+000	2.841753e+000
4.281473504352151e-005	2.621676e+000	2.833248e+000
4.316120678665720e-005	2.612259e+000	2.804737e+000
4.371481107697829e-005	2.587456e+000	2.732741e+000
4.430606987034801e-005	2.550946e+000	2.629157e+000
4.491724283319791e-005	2.506311e+000	2.504588e+000
4.560395056610630e-005	2.456111e+000	2.366447e+000
4.635961835314872e-005	2.408052e+000	2.236218e+000
4.671945033587479e-005	2.390698e+000	2.190299e+000
4.696952319949599e-005	2.382411e+000	2.169185e+000
4.715300810091009e-005	2.378317e+000	2.159165e+000
4.731514007557082e-005	2.376160e+000	2.154305e+000
4.747521770541373e-005	2.375342e+000	2.153220e+000
4.764078388831426e-005	2.375972e+000	2.156272e+000
4.787913004768639e-005	2.379621e+000	2.168217e+000
4.826510214864885e-005	2.391666e+000	2.204322e+000
4.887753067683814e-005	2.420101e+000	2.287112e+000
4.908955949904013e-005	2.432888e+000	2.323615e+000
4.919556773395509e-005	2.439960e+000	2.343587e+000
4.930157596887005e-005	2.447242e+000	2.364116e+000
4.940758420378500e-005	2.454734e+000	2.385200e+000
4.951359243869995e-005	2.462436e+000	2.406841e+000
4.961960067361491e-005	2.470348e+000	2.429037e+000
4.972560890852986e-005	2.478470e+000	2.451790e+000
4.983161714344482e-005	2.486803e+000	2.475098e+000
5.000000000000000e-005	2.500000e+000	2.511685e+000
5.000100000000000e-005	2.500079e+000	2.511902e+000
5.000101250000000e-005	2.500080e+000	2.511905e+000
5.000103750000000e-005	2.500082e+000	2.511910e+000
5.000104375000000e-005	2.500082e+000	2.511912e+000
5.000105625000000e-005	2.500083e+000	2.511914e+000
5.000108125000000e-005	2.500085e+000	2.511920e+000
5.000108750000000e-005	2.500086e+000	2.511921e+000
5.000110000000000e-005	2.500087e+000	2.511924e+000
5.000112500000000e-005	2.500089e+000	2.511929e+000
5.000117500000000e-005	2.500093e+000	2.511940e+000
5.000123443941532e-005	2.500098e+000	2.511953e+000
5.000124448725674e-005	2.500098e+000	2.511955e+000
5.000126458293957e-005	2.500100e+000	2.511960e+000
5.000126960686028e-005	2.500100e+000	2.511961e+000
5.000127965470170e-005	2.500101e+000	2.511963e+000
5.000129975038453e-005	2.500103e+000	2.511967e+000
5.000133994175020e-005	2.500106e+000	2.511976e+000
5.000140594605722e-005	2.500111e+000	2.511990e+000
5.000148564050756e-005	2.500117e+000	2.512007e+000
5.000156820804816e-005	2.500124e+000	2.512025e+000
5.000166541583642e-005	2.500131e+000	2.512047e+000
5.000175962314834e-005	2.500139e+000	2.512067e+000
5.000176947806748e-005	2.500139e+000	2.512069e+000
5.000178918790575e-005	2.500141e+000	2.512073e+000
5.000182860758231e-005	2.500144e+000	2.512082e+000
5.000187829437797e-005	2.500148e+000	2.512093e+000
5.000192391008232e-005	2.500152e+000	2.512103e+000
5.000193630621211e-005	2.500153e+000	2.512105e+000
5.000196109847169e-005	2.500154e+000	2.512111e+000
5.000196698286854e-005	2.500155e+000	2.512112e+000
5.000197875166224e-005	2.500156e+000	2.512115e+000
5.000199999999999e-005	2.500158e+000	2.512119e+000
5.000200212483377e-005	2.500158e+000	2.512120e+000
5.000200637450132e-005	2.500158e+000	2.512120e+000
5.000201487383643e-005	2.500159e+000	2.512122e+000
5.000203187250664e-005	2.500160e+000	2.512126e+000
5.000206014690771e-005	2.500162e+000	2.512132e+000
5.000209901601862e-005	2.500165e+000	2.512141e+000
5.000216156091941e-005	2.500170e+000	2.512154e+000
5.000224877174703e-005	2.500177e+000	2.512173e+000
5.000233867480898e-005	2.500184e+000	2.512192e+000
5.000240927675695e-005	2.500190e+000	2.512208e+000
5.000248121732003e-005	2.500196e+000	2.512223e+000
5.000254899563889e-005	2.500201e+000	2.512238e+000
5.000262647098469e-005	2.500207e+000	2.512255e+000
5.000270873861826e-005	2.500213e+000	2.512273e+000
5.000287327388541e-005	2.500226e+000	2.512309e+000
5.000306846448868e-005	2.500242e+000	2.512351e+000
5.000336022052381e-005	2.500264e+000	2.512415e+000
5.000368952605706e-005	2.500290e+000	2.512487e+000
5.000418850225261e-005	2.500329e+000	2.512596e+000
5.000482055344049e-005	2.500379e+000	2.512736e+000
5.000581456366975e-005	2.500457e+000	2.512957e+000
5.000713868982955e-005	2.500561e+000	2.513257e+000
5.000929133852552e-005	2.500730e+000	2.513749e+000
5.001243729799578e-005	2.500977e+000	2.514478e+000
5.001782056065364e-005	2.501400e+000	2.515732e+000
5.002643354744804e-005	2.502077e+000	2.517729e+000
5.003751577186710e-005	2.502947e+000	2.520267e+000
5.004819407452957e-005	2.503785e+000	2.522667e+000
5.005875533373192e-005	2.504614e+000	2.524986e+000
5.007006271288075e-005	2.505502e+000	2.527386e+000
5.008098365784659e-005	2.506358e+000	2.529570e+000
5.009143674102322e-005	2.507178e+000	2.531428e+000
5.010152736118753e-005	2.507969e+000	2.532796e+000
5.011754473106730e-005	2.509224e+000	2.534044e+000
5.013475013341502e-005	2.510571e+000	2.534508e+000
5.015339929658610e-005	2.512029e+000	2.534849e+000
5.017928655860209e-005	2.514051e+000	2.536865e+000
5.021128043830524e-005	2.516543e+000	2.543241e+000
5.025922074750150e-005	2.520261e+000	2.560936e+000
5.034764761054214e-005	2.527062e+000	2.610047e+000
5.045718631574690e-005	2.535379e+000	2.689346e+000
5.055424835541458e-005	2.542614e+000	2.772532e+000
5.065866580791099e-005	2.550210e+000	2.870811e+000
5.076948352343472e-005	2.557988e+000	2.979799e+000
5.095355785428537e-005	2.570166e+000	3.161968e+000
5.120323627683125e-005	2.585535e+000	3.402985e+000
5.131021168875480e-005	2.591595e+000	3.500188e+000
5.138714648227781e-005	2.595595e+000	3.562832e+000
5.148753835032586e-005	2.600456e+000	3.634205e+000
5.158118789548241e-005	2.604570e+000	3.690663e+000
5.175676597157399e-005	2.611300e+000	3.779305e+000
5.192065578820701e-005	2.616274e+000	3.847563e+000
5.220211335194783e-005	2.622302e+000	3.943060e+000
5.235428653785700e-005	2.624084e+000	3.984843e+000
5.256439027398160e-005	2.624405e+000	4.029650e+000
5.275484120002523e-005	2.622688e+000	4.058921e+000
5.306428361011058e-005	2.615802e+000	4.082372e+000
5.346641099948419e-005	2.601029e+000	4.071533e+000
5.386756409625102e-005	2.580653e+000	4.003146e+000
5.416145676075414e-005	2.562573e+000	3.898740e+000
5.430810277956684e-005	2.552573e+000	3.814130e+000
5.440140641738732e-005	2.545883e+000	3.739275e+000
5.446886757568770e-005	2.540930e+000	3.671266e+000
5.452378597308267e-005	2.536834e+000	3.604812e+000
5.457944066220245e-005	2.532637e+000	3.527455e+000
5.466759338299078e-005	2.525914e+000	3.394475e+000
5.474767760721431e-005	2.519728e+000	3.275648e+000
5.483002732640428e-005	2.513309e+000	3.160671e+000
5.499472676478425e-005	2.500420e+000	2.944651e+000
5.523552136015478e-005	2.481675e+000	2.649382e+000
5.547687153053859e-005	2.463423e+000	2.372468e+000
5.581779530064863e-005	2.440031e+000	2.015618e+000
5.646388605361829e-005	2.402501e+000	1.415608e+000
5.678898375198723e-005	2.388093e+000	1.161609e+000
5.701993637756177e-005	2.381105e+000	1.017238e+000
5.719065752579628e-005	2.377705e+000	9.313855e-001
5.736082943401955e-005	2.375920e+000	8.652779e-001
5.757246864738904e-005	2.375639e+000	8.071566e-001
5.776799066788265e-005	2.377518e+000	7.811090e-001
5.808558390308797e-005	2.385189e+000	8.027627e-001
5.859527571763449e-005	2.407026e+000	9.863811e-001
5.938041311658017e-005	2.454920e+000	1.525746e+000
5.997611164993041e-005	2.498288e+000	2.092755e+000
6.037270508535047e-005	2.528541e+000	2.524908e+000
6.078067901746819e-005	2.557924e+000	2.968217e+000
6.118856361697137e-005	2.584327e+000	3.382799e+000
6.136951580360705e-005	2.594573e+000	3.545138e+000
6.148762290796337e-005	2.600401e+000	3.632526e+000
6.161678732974311e-005	2.606012e+000	3.709665e+000
6.178564551829353e-005	2.612275e+000	3.792449e+000
6.196900211673122e-005	2.617486e+000	3.865467e+000
6.225792376604624e-005	2.622900e+000	3.958076e+000
6.244526333667728e-005	2.624501e+000	4.005831e+000
6.262964425630995e-005	2.624062e+000	4.041087e+000
6.286101643957626e-005	2.620766e+000	4.069687e+000
6.323591378575815e-005	2.610292e+000	4.084267e+000
6.362016058376013e-005	2.593668e+000	4.049669e+000
6.407979938307405e-005	2.567694e+000	3.931818e+000
6.426400308751686e-005	2.555649e+000	3.843689e+000
6.437602122651512e-005	2.547720e+000	3.762126e+000
6.445172971782185e-005	2.542195e+000	3.690583e+000
6.451080136402661e-005	2.537807e+000	3.622316e+000
6.456704726286996e-005	2.533574e+000	3.546254e+000
6.465917798810763e-005	2.526561e+000	3.408405e+000
6.473559551804949e-005	2.520664e+000	3.294192e+000
6.481772475916708e-005	2.514268e+000	3.178524e+000
6.498198324140227e-005	2.501418e+000	2.961677e+000
6.523111136586216e-005	2.482022e+000	2.655092e+000
6.547992398344770e-005	2.463178e+000	2.368904e+000
6.579866882770972e-005	2.441036e+000	2.032093e+000
6.636536526976882e-005	2.407240e+000	1.495970e+000
6.672159168486910e-005	2.390608e+000	1.208481e+000
6.697106808553738e-005	2.382369e+000	1.044929e+000
6.715415895351119e-005	2.378297e+000	9.479287e-001
6.731657039023321e-005	2.376150e+000	8.794500e-001
6.747775862125195e-005	2.375338e+000	8.276787e-001
6.764172847391978e-005	2.375975e+000	7.935203e-001
6.788066579765093e-005	2.379654e+000	7.802762e-001
6.826757547869721e-005	2.391765e+000	8.480620e-001
6.888138134690592e-005	2.422519e+000	1.145002e+000
6.958470795833478e-005	2.468981e+000	1.700283e+000
7.005476148344626e-005	2.504262e+000	2.175435e+000
7.044356416793321e-005	2.533812e+000	2.603326e+000
7.087101949188923e-005	2.563881e+000	3.060955e+000
7.129812303955852e-005	2.590403e+000	3.478668e+000
7.146847374991334e-005	2.599365e+000	3.615873e+000
7.164011445462336e-005	2.606901e+000	3.721217e+000
7.180285123091859e-005	2.612802e+000	3.799807e+000
7.202040446065559e-005	2.618646e+000	3.883380e+000
7.230134578624248e-005	2.623512e+000	3.970645e+000
7.245198160964200e-005	2.624609e+000	4.007868e+000
7.263214351567120e-005	2.624055e+000	4.041613e+000
7.286508072137987e-005	2.620681e+000	4.070072e+000
7.324246557655733e-005	2.610044e+000	4.084066e+000
7.362935321305324e-005	2.593187e+000	4.047854e+000
7.409164260473267e-005	2.566916e+000	3.926249e+000
7.427550151829107e-005	2.554842e+000	3.835928e+000
7.438745745606265e-005	2.546890e+000	3.752108e+000
7.446196155181745e-005	2.541438e+000	3.679569e+000
7.452191175069095e-005	2.536973e+000	3.607959e+000
7.458380224894839e-005	2.532304e+000	3.522055e+000
7.468320734657904e-005	2.524712e+000	3.372149e+000
7.478674405602386e-005	2.516690e+000	3.220899e+000
7.489194647929518e-005	2.508467e+000	3.078151e+000
7.510235132583779e-005	2.492008e+000	2.810437e+000
7.533529763993045e-005	2.474031e+000	2.532881e+000
7.561016509766224e-005	2.453680e+000	2.225994e+000
7.594540955328834e-005	2.431732e+000	1.887405e+000
7.661589846454054e-005	2.395639e+000	1.296018e+000
7.689542726405803e-005	2.384554e+000	1.092107e+000
7.709804062207348e-005	2.379330e+000	9.757751e-001
7.724934408371330e-005	2.376884e+000	9.063684e-001
7.743198442884463e-005	2.375547e+000	8.424152e-001
7.762470250634089e-005	2.375924e+000	7.974339e-001
7.785297960607037e-005	2.379068e+000	7.797180e-001
7.822295377503551e-005	2.390017e+000	8.348299e-001
7.881174192540183e-005	2.418478e+000	1.101431e+000
7.952494045565810e-005	2.464651e+000	1.644360e+000
7.999999999999999e-005	2.500000e+000	2.108996e+000
8.000149419141237e-005	2.500118e+000	2.110662e+000
8.000448257423711e-005	2.500353e+000	2.113993e+000
8.005827346508250e-005	2.504577e+000	2.174232e+000
8.011206435592788e-005	2.508786e+000	2.234549e+000
8.016585524677327e-005	2.512979e+000	2.294944e+000
8.021964613761864e-005	2.517156e+000	2.355417e+000
8.027343702846403e-005	2.521316e+000	2.415967e+000
8.032722791930941e-005	2.525461e+000	2.476596e+000
8.038101881015480e-005	2.529590e+000	2.537302e+000
8.047918511163910e-005	2.537048e+000	2.647547e+000
8.054076758988794e-005	2.541649e+000	2.716335e+000
8.058517724864187e-005	2.544922e+000	2.765633e+000
8.063577526353404e-005	2.548602e+000	2.821414e+000
8.069635940284332e-005	2.552939e+000	2.887611e+000
8.077403094200549e-005	2.558384e+000	2.971411e+000
8.086478517136445e-005	2.564566e+000	3.067583e+000
8.097039957668277e-005	2.571527e+000	3.177121e+000
8.104227188084903e-005	2.576100e+000	3.249913e+000
