time	V(b0)	V(b1)	V(mosi)
6.501622885167622e-004	5.764004e-007	5.000527e+000	0.000000e+000
6.502244933441625e-004	1.199320e-006	5.000533e+000	0.000000e+000
6.503356022546516e-004	1.335422e-006	5.000532e+000	0.000000e+000
6.505457866036219e-004	1.357973e-006	5.000520e+000	0.000000e+000
6.509661553015624e-004	1.259920e-006	5.000474e+000	0.000000e+000
6.513778727530105e-004	1.045754e-006	5.000401e+000	0.000000e+000
6.517688013068096e-004	7.678524e-007	5.000305e+000	0.000000e+000
6.520379684274897e-004	5.475935e-007	5.000228e+000	0.000000e+000
6.522041696974358e-004	3.995050e-007	5.000177e+000	0.000000e+000
6.523771510517953e-004	2.397919e-007	5.000122e+000	0.000000e+000
6.526042583466026e-004	2.821103e-008	5.000046e+000	0.000000e+000
6.528197233105556e-004	-1.725682e-007	4.999975e+000	0.000000e+000
6.531692672167024e-004	-4.860183e-007	4.999862e+000	0.000000e+000
6.537275000086544e-004	-9.290269e-007	4.999699e+000	0.000000e+000
6.542883543905113e-004	-1.263315e-006	4.999570e+000	0.000000e+000
6.548477051757997e-004	-1.441530e-006	4.999493e+000	0.000000e+000
6.553939106141267e-004	-1.452237e-006	4.999475e+000	0.000000e+000
6.558320813295750e-004	-1.334684e-006	4.999506e+000	0.000000e+000
6.562722304165416e-004	-1.110606e-006	4.999576e+000	0.000000e+000
6.566926421834445e-004	-8.225505e-007	4.999671e+000	0.000000e+000
6.569641344269382e-004	-6.015156e-007	4.999746e+000	0.000000e+000
6.571489952481406e-004	-4.375699e-007	4.999802e+000	0.000000e+000
6.573101522153309e-004	-2.900633e-007	4.999854e+000	0.000000e+000
6.574663564974211e-004	-1.442558e-007	4.999905e+000	0.000000e+000
6.576374893969003e-004	1.759428e-008	4.999962e+000	0.000000e+000
6.578737734724708e-004	2.397421e-007	5.000041e+000	0.000000e+000
6.582564736537698e-004	5.809670e-007	5.000165e+000	0.000000e+000
6.588640884514602e-004	1.050119e-006	5.000339e+000	0.000000e+000
6.594078637980245e-004	1.354462e-006	5.000457e+000	0.000000e+000
6.598806491037584e-004	1.489533e-006	5.000515e+000	0.000000e+000
6.603579997865010e-004	1.495582e-006	5.000528e+000	0.000000e+000
6.607865211399840e-004	1.388233e-006	5.000500e+000	0.000000e+000
6.612014956479802e-004	1.186670e-006	5.000436e+000	0.000000e+000
6.616152440460891e-004	9.083636e-007	5.000344e+000	0.000000e+000
6.620185224221677e-004	5.829065e-007	5.000235e+000	0.000000e+000
6.621895989744967e-004	4.308149e-007	5.000183e+000	0.000000e+000
6.623595524332577e-004	2.729430e-007	5.000127e+000	0.000000e+000
6.625708920473634e-004	7.416957e-008	5.000058e+000	0.000000e+000
6.627654244655989e-004	-1.088171e-007	4.999993e+000	0.000000e+000
6.630814278964962e-004	-3.976523e-007	4.999890e+000	0.000000e+000
6.635886819625085e-004	-8.175145e-007	4.999736e+000	0.000000e+000
6.641648053561770e-004	-1.192388e-006	4.999594e+000	0.000000e+000
6.647367885584264e-004	-1.414868e-006	4.999502e+000	0.000000e+000
6.652524736701994e-004	-1.463029e-006	4.999472e+000	0.000000e+000
6.656923402178466e-004	-1.378111e-006	4.999492e+000	0.000000e+000
6.661552429538418e-004	-1.173788e-006	4.999554e+000	0.000000e+000
6.665840423071113e-004	-8.975919e-007	4.999644e+000	0.000000e+000
6.669560050241738e-004	-6.036274e-007	4.999743e+000	0.000000e+000
6.671429459137673e-004	-4.401990e-007	4.999800e+000	0.000000e+000
6.673026313929268e-004	-2.937772e-007	4.999851e+000	0.000000e+000
6.674529942285359e-004	-1.530526e-007	4.999900e+000	0.000000e+000
6.676325201707634e-004	1.651936e-008	4.999960e+000	0.000000e+000
6.678656932181767e-004	2.354982e-007	5.000039e+000	0.000000e+000
6.682434528186193e-004	5.729893e-007	5.000161e+000	0.000000e+000
6.688437780359539e-004	1.039283e-006	5.000334e+000	0.000000e+000
6.693893434858626e-004	1.349216e-006	5.000454e+000	0.000000e+000
6.698607020355881e-004	1.489238e-006	5.000515e+000	0.000000e+000
6.703324686825363e-004	1.500655e-006	5.000529e+000	0.000000e+000
6.707687829551825e-004	1.396463e-006	5.000502e+000	0.000000e+000
6.711851916397847e-004	1.198104e-006	5.000440e+000	0.000000e+000
6.716006167678607e-004	9.206552e-007	5.000348e+000	0.000000e+000
6.720190979734799e-004	5.842255e-007	5.000235e+000	0.000000e+000
6.721900298408955e-004	4.323270e-007	5.000183e+000	0.000000e+000
6.723600721867956e-004	2.740922e-007	5.000127e+000	0.000000e+000
6.725715337460835e-004	7.512494e-008	5.000058e+000	0.000000e+000
6.727664689518954e-004	-1.082518e-007	4.999992e+000	0.000000e+000
6.730831195114607e-004	-3.976897e-007	4.999889e+000	0.000000e+000
6.735913661066002e-004	-8.181584e-007	4.999735e+000	0.000000e+000
6.741672101393592e-004	-1.192393e-006	4.999593e+000	0.000000e+000
6.747389689928438e-004	-1.414119e-006	4.999502e+000	0.000000e+000
6.752552211336265e-004	-1.461691e-006	4.999472e+000	0.000000e+000
6.756948851896117e-004	-1.376282e-006	4.999492e+000	0.000000e+000
6.761566194810704e-004	-1.172014e-006	4.999554e+000	0.000000e+000
6.765854310595002e-004	-8.956117e-007	4.999644e+000	0.000000e+000
6.769561613798084e-004	-6.025590e-007	4.999743e+000	0.000000e+000
6.771430622126670e-004	-4.391486e-007	4.999800e+000	0.000000e+000
6.773027760004299e-004	-2.927164e-007	4.999851e+000	0.000000e+000
6.774532511649445e-004	-1.519124e-007	4.999900e+000	0.000000e+000
6.776326157392657e-004	1.748349e-008	4.999960e+000	0.000000e+000
6.778658486259327e-004	2.364998e-007	5.000039e+000	0.000000e+000
6.782437033044823e-004	5.740330e-007	5.000161e+000	0.000000e+000
6.788441690396537e-004	1.040319e-006	5.000334e+000	0.000000e+000
6.793898863136689e-004	1.350197e-006	5.000454e+000	0.000000e+000
6.798610466543559e-004	1.490024e-006	5.000515e+000	0.000000e+000
6.803326189297698e-004	1.501327e-006	5.000529e+000	0.000000e+000
6.807688662256824e-004	1.397094e-006	5.000502e+000	0.000000e+000
6.811851526697058e-004	1.198766e-006	5.000440e+000	0.000000e+000
6.816004535098948e-004	9.213846e-007	5.000349e+000	0.000000e+000
6.820190263154234e-004	5.848780e-007	5.000235e+000	0.000000e+000
6.821899761952839e-004	4.329789e-007	5.000183e+000	0.000000e+000
6.823600074719806e-004	2.747288e-007	5.000127e+000	0.000000e+000
6.825714538481735e-004	7.571171e-008	5.000058e+000	0.000000e+000
6.827663389032996e-004	-1.075900e-007	4.999992e+000	0.000000e+000
6.830829088930243e-004	-3.969333e-007	4.999889e+000	0.000000e+000
6.835910319330625e-004	-8.174054e-007	4.999735e+000	0.000000e+000
6.841667750176353e-004	-1.191684e-006	4.999593e+000	0.000000e+000
6.847383392196741e-004	-1.413519e-006	4.999502e+000	0.000000e+000
6.852545802700090e-004	-1.461272e-006	4.999472e+000	0.000000e+000
6.856944607796268e-004	-1.375965e-006	4.999491e+000	0.000000e+000
6.861563811352358e-004	-1.171733e-006	4.999554e+000	0.000000e+000
6.865850205364165e-004	-8.955039e-007	4.999644e+000	0.000000e+000
6.869560325584274e-004	-6.022728e-007	4.999743e+000	0.000000e+000
6.871429663938800e-004	-4.388509e-007	4.999799e+000	0.000000e+000
6.873026568582094e-004	-2.924475e-007	4.999851e+000	0.000000e+000
6.874530394748943e-004	-1.517326e-007	4.999900e+000	0.000000e+000
6.876325370003792e-004	1.778974e-008	4.999960e+000	0.000000e+000
6.878657205855083e-004	2.367552e-007	5.000039e+000	0.000000e+000
6.882434969293790e-004	5.742167e-007	5.000161e+000	0.000000e+000
6.888438468928258e-004	1.040458e-006	5.000334e+000	0.000000e+000
6.893893913517943e-004	1.350311e-006	5.000455e+000	0.000000e+000
6.898607552006113e-004	1.490277e-006	5.000515e+000	0.000000e+000
6.903325263521288e-004	1.501641e-006	5.000529e+000	0.000000e+000
6.907688166915704e-004	1.397405e-006	5.000502e+000	0.000000e+000
6.911852423388959e-004	1.198996e-006	5.000440e+000	0.000000e+000
6.916006845880975e-004	9.214979e-007	5.000349e+000	0.000000e+000
6.920191118141031e-004	5.850755e-007	5.000235e+000	0.000000e+000
6.921900402024906e-004	4.331671e-007	5.000183e+000	0.000000e+000
6.923600846864675e-004	2.749196e-007	5.000127e+000	0.000000e+000
6.925715491783594e-004	7.593601e-008	5.000058e+000	0.000000e+000
6.927664940707598e-004	-1.074626e-007	4.999992e+000	0.000000e+000
6.930831601922482e-004	-3.969323e-007	4.999889e+000	0.000000e+000
6.935914306512367e-004	-8.174448e-007	4.999735e+000	0.000000e+000
6.941672530550500e-004	-1.191687e-006	4.999593e+000	0.000000e+000
6.947389904262135e-004	-1.413424e-006	4.999501e+000	0.000000e+000
6.952552505573404e-004	-1.461015e-006	4.999472e+000	0.000000e+000
6.956949002716235e-004	-1.375627e-006	4.999491e+000	0.000000e+000
6.961565937787536e-004	-1.171397e-006	4.999554e+000	0.000000e+000
6.965854171304204e-004	-8.950091e-007	4.999644e+000	0.000000e+000
6.969561430231106e-004	-6.019785e-007	4.999743e+000	0.000000e+000
6.971430485586676e-004	-4.385716e-007	4.999799e+000	0.000000e+000
6.973027590229157e-004	-2.921495e-007	4.999851e+000	0.000000e+000
6.974532209995788e-004	-1.513644e-007	4.999900e+000	0.000000e+000
6.976326045191797e-004	1.804229e-008	4.999960e+000	0.000000e+000
6.978658303805186e-004	2.370431e-007	5.000039e+000	0.000000e+000
6.982436738966783e-004	5.745544e-007	5.000161e+000	0.000000e+000
6.988441231352053e-004	1.051522e-006	5.000338e+000	0.000000e+000
6.992079551325514e-004	1.285154e-006	5.000429e+000	0.000000e+000
6.993739528293253e-004	1.362714e-006	5.000460e+000	0.000000e+000
6.994632452822777e-004	1.401739e-006	5.000475e+000	0.000000e+000
6.995525377352300e-004	1.435692e-006	5.000489e+000	0.000000e+000
6.996418301881824e-004	1.464573e-006	5.000501e+000	0.000000e+000
6.997311226411347e-004	1.488382e-006	5.000511e+000	0.000000e+000
6.998204150940870e-004	1.507118e-006	5.000520e+000	0.000000e+000
6.999097075470394e-004	1.520782e-006	5.000527e+000	0.000000e+000
6.999989999999917e-004	1.529374e-006	5.000532e+000	0.000000e+000
6.999999999999999e-004	1.529564e-006	5.000532e+000	0.000000e+000
7.000000124999998e-004	7.140963e-006	5.000544e+000	0.000000e+000
7.000000374999998e-004	1.690511e-005	5.000569e+000	0.000000e+000
7.000000874999999e-004	3.325602e-005	5.000627e+000	0.000000e+000
7.000000999999998e-004	3.671498e-005	5.000641e+000	0.000000e+000
7.000001249999998e-004	4.276247e-005	5.000674e+000	0.000000e+000
7.000001749999998e-004	5.433199e-005	5.000742e+000	0.000000e+000
7.000001849504657e-004	5.653902e-005	5.000756e+000	0.000000e+000
7.000002048513975e-004	6.080218e-005	5.000786e+000	0.000000e+000
7.000002098266304e-004	6.183935e-005	5.000793e+000	0.000000e+000
7.000002197770963e-004	6.386180e-005	5.000808e+000	0.000000e+000
7.000002222647127e-004	6.435849e-005	5.000812e+000	0.000000e+000
7.000002272399456e-004	6.532882e-005	5.000819e+000	0.000000e+000
7.000002371904115e-004	6.723427e-005	5.000834e+000	0.000000e+000
7.000002396780280e-004	6.769993e-005	5.000838e+000	0.000000e+000
7.000002446532609e-004	6.860598e-005	5.000845e+000	0.000000e+000
7.000002546037268e-004	7.038055e-005	5.000860e+000	0.000000e+000
7.000002620665761e-004	7.165165e-005	5.000872e+000	0.000000e+000
7.000002720170420e-004	7.329104e-005	5.000886e+000	0.000000e+000
7.000002794798914e-004	7.446103e-005	5.000897e+000	0.000000e+000
7.000002894303573e-004	7.596683e-005	5.000912e+000	0.000000e+000
7.000002919179737e-004	7.633244e-005	5.000916e+000	0.000000e+000
7.000002968932066e-004	7.703906e-005	5.000923e+000	0.000000e+000
7.000003068436725e-004	7.838946e-005	5.000937e+000	0.000000e+000
7.000003267446042e-004	8.095380e-005	5.000965e+000	0.000000e+000
7.000003317198371e-004	8.155825e-005	5.000972e+000	0.000000e+000
7.000003416703031e-004	8.268979e-005	5.000986e+000	0.000000e+000
7.000003615712348e-004	8.478944e-005	5.001013e+000	0.000000e+000
7.000004013730983e-004	8.858413e-005	5.001065e+000	0.000000e+000
7.000004809768253e-004	9.619132e-005	5.001163e+000	0.000000e+000
7.000006320436454e-004	1.159476e-004	5.001340e+000	0.000000e+000
7.000007990520593e-004	1.477932e-004	5.001527e+000	0.000000e+000
7.000008193393025e-004	1.532964e-004	5.001548e+000	0.000000e+000
7.000008244111133e-004	1.549814e-004	5.001554e+000	0.000000e+000
7.000008345547348e-004	1.585970e-004	5.001563e+000	0.000000e+000
7.000008548419779e-004	1.663000e-004	5.001581e+000	0.000000e+000
7.000008599137887e-004	1.683646e-004	5.001585e+000	0.000000e+000
7.000008700574102e-004	1.727983e-004	5.001591e+000	0.000000e+000
7.000008903446534e-004	1.820597e-004	5.001600e+000	0.000000e+000
7.000008954164642e-004	1.844725e-004	5.001602e+000	0.000000e+000
7.000009055600857e-004	1.894489e-004	5.001605e+000	0.000000e+000
7.000009258473288e-004	1.993240e-004	5.001608e+000	0.000000e+000
7.000009594255136e-004	2.143185e-004	5.001613e+000	0.000000e+000
7.000009999999999e-004	2.301375e-004	5.001617e+000	0.000000e+000
7.000010040574485e-004	2.292051e-004	5.001617e+000	0.000000e+000
7.000010121723457e-004	2.276094e-004	5.001617e+000	0.000000e+000
7.000010284021402e-004	2.252254e-004	5.001617e+000	0.000000e+000
7.000010608617293e-004	2.219851e-004	5.001617e+000	0.000000e+000
7.000011246033425e-004	2.177718e-004	5.001617e+000	0.000000e+000
7.000012026376605e-004	2.142506e-004	5.001617e+000	0.000000e+000
7.000012877294829e-004	2.114851e-004	5.001617e+000	0.000000e+000
7.000013771267695e-004	2.092267e-004	5.001617e+000	0.000000e+000
7.000014933300653e-004	2.068388e-004	5.001617e+000	0.000000e+000
7.000016465078323e-004	2.042151e-004	5.001617e+000	0.000000e+000
7.000018663844029e-004	2.010472e-004	5.001617e+000	0.000000e+000
7.000021886051062e-004	1.971229e-004	5.001617e+000	0.000000e+000
7.000027543070863e-004	1.913089e-004	5.001618e+000	0.000000e+000
7.000038857110465e-004	1.815173e-004	5.001619e+000	0.000000e+000
7.000061485189670e-004	1.651909e-004	5.001625e+000	0.000000e+000
7.000105638061583e-004	1.391866e-004	5.001637e+000	0.000000e+000
7.000172023038594e-004	1.091336e-004	5.001659e+000	0.000000e+000
7.000290699445590e-004	7.167341e-005	5.001698e+000	0.000000e+000
7.000450298560884e-004	4.063373e-005	5.001754e+000	0.000000e+000
7.000663846954815e-004	1.895331e-005	5.001829e+000	0.000000e+000
7.000911671885061e-004	7.904067e-006	5.001919e+000	0.000000e+000
7.001242075266468e-004	2.856871e-006	5.002043e+000	0.000000e+000
7.001671389940540e-004	1.237756e-006	5.002207e+000	0.000000e+000
7.003400211218826e-004	1.146881e-006	5.002881e+000	0.000000e+000
7.005535006715847e-004	1.234961e-006	5.003688e+000	0.000000e+000
7.009804597709890e-004	1.156756e-006	5.005167e+000	0.000000e+000
7.014845797654847e-004	9.070303e-007	5.006623e+000	0.000000e+000
7.019660190488373e-004	5.614652e-007	5.007678e+000	0.000000e+000
7.021503984060877e-004	4.074586e-007	5.007954e+000	0.000000e+000
7.023118964002776e-004	2.654098e-007	5.008104e+000	0.000000e+000
7.024694552082116e-004	1.236553e-007	5.008186e+000	0.000000e+000
7.026386415262631e-004	-3.080374e-008	5.008200e+000	0.000000e+000
7.028756467836443e-004	-2.457158e-007	5.008083e+000	0.000000e+000
7.032594915282277e-004	-5.759059e-007	5.007583e+000	0.000000e+000
7.038687914974425e-004	-1.028371e-006	5.006227e+000	0.000000e+000
7.044153274604791e-004	-1.316680e-006	5.004543e+000	0.000000e+000
7.049624755112423e-004	-1.448560e-006	5.002542e+000	0.000000e+000
7.055373416690727e-004	-1.417458e-006	5.000357e+000	0.000000e+000
7.059732035439754e-004	-1.269756e-006	4.998809e+000	0.000000e+000
7.064105104773529e-004	-1.019401e-006	4.997505e+000	0.000000e+000
7.068791577977674e-004	-6.785653e-007	4.996413e+000	0.000000e+000
7.070860343535805e-004	-5.040083e-007	4.996065e+000	0.000000e+000
7.072402965514426e-004	-3.639922e-007	4.995893e+000	0.000000e+000
7.074209712080456e-004	-1.980640e-007	4.995773e+000	0.000000e+000
7.076206017016949e-004	-1.322194e-008	4.995733e+000	0.000000e+000
7.078463098388496e-004	1.959556e-007	4.995822e+000	0.000000e+000
7.082121939990328e-004	5.204718e-007	4.996264e+000	0.000000e+000
7.087948971870124e-004	9.739645e-007	4.997505e+000	0.000000e+000
7.093453166420580e-004	1.293305e-006	4.999152e+000	0.000000e+000
7.098212978632724e-004	1.443977e-006	5.000869e+000	0.000000e+000
7.102975362015156e-004	1.465593e-006	5.002697e+000	0.000000e+000
7.107488594516474e-004	1.367037e-006	5.004379e+000	0.000000e+000
7.111663763233868e-004	1.175893e-006	5.005766e+000	0.000000e+000
7.115831760352680e-004	9.037499e-007	5.006879e+000	0.000000e+000
7.120381942788724e-004	5.441722e-007	5.007784e+000	0.000000e+000
7.122043390832578e-004	3.984112e-007	5.008005e+000	0.000000e+000
7.123773558997692e-004	2.389090e-007	5.008132e+000	0.000000e+000
7.126043348673549e-004	2.790340e-008	5.008190e+000	0.000000e+000
7.128198478075023e-004	-1.714498e-007	5.008119e+000	0.000000e+000
7.131694683636109e-004	-4.822142e-007	5.007726e+000	0.000000e+000
7.137278165257588e-004	-9.214824e-007	5.006595e+000	0.000000e+000
7.142884194320904e-004	-1.252591e-006	5.004963e+000	0.000000e+000
7.148471301090997e-004	-1.429522e-006	5.002972e+000	0.000000e+000
7.153932864130369e-004	-1.441286e-006	5.000891e+000	0.000000e+000
7.158310943893765e-004	-1.325932e-006	4.999288e+000	0.000000e+000
7.162708027499724e-004	-1.105499e-006	4.997878e+000	0.000000e+000
7.166915920008416e-004	-8.212190e-007	4.996782e+000	0.000000e+000
7.169646226786687e-004	-6.018032e-007	4.996243e+000	0.000000e+000
7.171493587391999e-004	-4.401175e-007	4.995983e+000	0.000000e+000
7.173106040605235e-004	-2.944292e-007	4.995830e+000	0.000000e+000
7.174671592505607e-004	-1.501035e-007	4.995744e+000	0.000000e+000
7.176377878753414e-004	9.285359e-009	4.995727e+000	0.000000e+000
7.178742587895143e-004	2.288521e-007	4.995840e+000	0.000000e+000
7.182572555228009e-004	5.661033e-007	4.996337e+000	0.000000e+000
7.188653070718421e-004	1.030043e-006	4.997692e+000	0.000000e+000
7.194079031819164e-004	1.329789e-006	4.999362e+000	0.000000e+000
7.198792749428569e-004	1.462708e-006	5.001086e+000	0.000000e+000
7.203548569447215e-004	1.469595e-006	5.002914e+000	0.000000e+000
7.207812630886975e-004	1.364629e-006	5.004492e+000	0.000000e+000
7.211968317089177e-004	1.165756e-006	5.005855e+000	0.000000e+000
7.216111658457763e-004	8.908942e-007	5.006950e+000	0.000000e+000
7.220179820765612e-004	5.661830e-007	5.007755e+000	0.000000e+000
7.221891944854932e-004	4.157425e-007	5.007986e+000	0.000000e+000
7.223590645352997e-004	2.597484e-007	5.008119e+000	0.000000e+000
7.225702896720203e-004	6.309500e-008	5.008190e+000	0.000000e+000
7.227644439789632e-004	-1.176850e-007	5.008149e+000	0.000000e+000
7.230798398681710e-004	-4.030311e-007	5.007852e+000	0.000000e+000
7.235861618156312e-004	-8.180423e-007	5.006932e+000	0.000000e+000
7.241624484100671e-004	-1.193004e-006	5.005370e+000	0.000000e+000
7.246770506922195e-004	-1.398793e-006	5.003606e+000	0.000000e+000
7.251967396409519e-004	-1.461055e-006	5.001636e+000	0.000000e+000
7.256422083981381e-004	-1.392096e-006	4.999955e+000	0.000000e+000
7.260667541232961e-004	-1.220782e-006	4.998493e+000	0.000000e+000
7.264911790472399e-004	-9.627697e-007	4.997282e+000	0.000000e+000
7.269377507120159e-004	-6.236900e-007	4.996301e+000	0.000000e+000
7.271293818543904e-004	-4.591131e-007	4.996002e+000	0.000000e+000
7.272857604421618e-004	-3.165185e-007	4.995844e+000	0.000000e+000
7.274485054374455e-004	-1.655483e-007	4.995748e+000	0.000000e+000
7.276308504194746e-004	4.778372e-009	4.995723e+000	0.000000e+000
7.278629779207594e-004	2.205890e-007	4.995827e+000	0.000000e+000
7.282390759588656e-004	5.537837e-007	4.996301e+000	0.000000e+000
7.288369440433324e-004	1.015112e-006	4.997609e+000	0.000000e+000
7.293823935605472e-004	1.323554e-006	4.999269e+000	0.000000e+000
7.298539863179327e-004	1.463891e-006	5.000985e+000	0.000000e+000
7.303257318938047e-004	1.477342e-006	5.002798e+000	0.000000e+000
7.307623713054506e-004	1.375474e-006	5.004420e+000	0.000000e+000
7.311792221690917e-004	1.179853e-006	5.005797e+000	0.000000e+000
7.315951102947187e-004	9.044543e-007	5.006896e+000	0.000000e+000
7.320590838780282e-004	5.333458e-007	5.007804e+000	0.000000e+000
7.322200212563326e-004	3.908721e-007	5.008012e+000	0.000000e+000
7.323963466193134e-004	2.270877e-007	5.008134e+000	0.000000e+000
7.326114235744942e-004	2.578141e-008	5.008183e+000	0.000000e+000
7.328313802478186e-004	-1.786920e-007	5.008102e+000	0.000000e+000
7.331880957080358e-004	-4.963592e-007	5.007689e+000	0.000000e+000
7.337570992909753e-004	-9.425704e-007	5.006512e+000	0.000000e+000
7.343143337478944e-004	-1.267149e-006	5.004870e+000	0.000000e+000
7.348703276873219e-004	-1.436175e-006	5.002876e+000	0.000000e+000
7.354225552740156e-004	-1.440044e-006	5.000772e+000	0.000000e+000
7.358598674831184e-004	-1.317638e-006	4.999180e+000	0.000000e+000
7.362989920869517e-004	-1.090043e-006	4.997790e+000	0.000000e+000
7.367279299683004e-004	-7.946971e-007	4.996693e+000	0.000000e+000
7.369756437720945e-004	-5.929216e-007	4.996214e+000	0.000000e+000
7.371575686814370e-004	-4.319901e-007	4.995965e+000	0.000000e+000
7.373208076833066e-004	-2.836239e-007	4.995814e+000	0.000000e+000
7.374852857376378e-004	-1.313441e-007	4.995729e+000	0.000000e+000
7.376445264865042e-004	1.805058e-008	4.995718e+000	0.000000e+000
7.378852147483189e-004	2.423344e-007	4.995841e+000	0.000000e+000
7.382749002800271e-004	5.856374e-007	4.996360e+000	0.000000e+000
7.388927785765107e-004	1.054679e-006	4.997760e+000	0.000000e+000
7.394327547338464e-004	1.347331e-006	4.999440e+000	0.000000e+000
7.399111048344320e-004	1.474526e-006	5.001199e+000	0.000000e+000
7.403941632538779e-004	1.472104e-006	5.003056e+000	0.000000e+000
7.408193247164861e-004	1.357844e-006	5.004617e+000	0.000000e+000
7.412338665337991e-004	1.150691e-006	5.005957e+000	0.000000e+000
7.416472202623232e-004	8.702036e-007	5.007030e+000	0.000000e+000
7.420210012724096e-004	5.676789e-007	5.007754e+000	0.000000e+000
7.421914548500308e-004	4.168433e-007	5.007980e+000	0.000000e+000
7.423617914589027e-004	2.600764e-007	5.008112e+000	0.000000e+000
7.425736563475546e-004	6.213438e-008	5.008181e+000	0.000000e+000
7.427699238357114e-004	-1.214006e-007	5.008137e+000	0.000000e+000
7.430887144125004e-004	-4.106601e-007	5.007832e+000	0.000000e+000
7.436002408409829e-004	-8.301145e-007	5.006892e+000	0.000000e+000
7.441753952053692e-004	-1.199497e-006	5.005312e+000	0.000000e+000
7.447463745484956e-004	-1.417023e-006	5.003335e+000	0.000000e+000
7.452643682876813e-004	-1.462212e-006	5.001368e+000	0.000000e+000
7.457036184092535e-004	-1.375364e-006	4.999728e+000	0.000000e+000
7.461615010845202e-004	-1.172302e-006	4.998194e+000	0.000000e+000
7.465899784531156e-004	-8.969511e-007	4.997018e+000	0.000000e+000
7.469568896044597e-004	-6.082433e-007	4.996253e+000	0.000000e+000
7.471436038994803e-004	-4.458949e-007	4.995977e+000	0.000000e+000
7.473034495306420e-004	-3.002396e-007	4.995821e+000	0.000000e+000
7.474544478773016e-004	-1.597841e-007	4.995736e+000	0.000000e+000
7.476330608510932e-004	7.927818e-009	4.995715e+000	0.000000e+000
7.478665724360835e-004	2.259262e-007	4.995821e+000	0.000000e+000
7.482448699113777e-004	5.618166e-007	4.996303e+000	0.000000e+000
7.488459899439218e-004	1.036906e-006	4.997582e+000	0.000000e+000
7.492073398928129e-004	1.267310e-006	4.998612e+000	0.000000e+000
7.493733634845321e-004	1.343912e-006	4.999174e+000	0.000000e+000
7.494628829867418e-004	1.383146e-006	4.999493e+000	0.000000e+000
7.495524024889515e-004	1.417225e-006	4.999818e+000	0.000000e+000
7.496419219911612e-004	1.446146e-006	5.000149e+000	0.000000e+000
7.497314414933708e-004	1.469911e-006	5.000485e+000	0.000000e+000
7.498209609955805e-004	1.488519e-006	5.000828e+000	0.000000e+000
7.499104804977902e-004	1.501971e-006	5.001177e+000	0.000000e+000
7.499999999999999e-004	1.510266e-006	5.001532e+000	0.000000e+000
7.500009999999999e-004	1.510320e-006	5.001535e+000	0.000000e+000
7.500010099007719e-004	5.884481e-007	5.001535e+000	0.000000e+000
7.500010297023157e-004	-1.217568e-006	5.001533e+000	0.000000e+000
7.500010693054035e-004	-4.785788e-006	5.001530e+000	0.000000e+000
7.500010781227953e-004	-5.596155e-006	5.001529e+000	0.000000e+000
7.500010957575790e-004	-7.716734e-006	5.001527e+000	0.000000e+000
7.500011310271463e-004	-1.532864e-005	5.001516e+000	0.000000e+000
7.500011899818283e-004	-3.533954e-005	5.001478e+000	0.000000e+000
7.500012530971325e-004	-5.985981e-005	5.001416e+000	0.000000e+000
7.500013524291139e-004	-9.326616e-005	5.001297e+000	0.000000e+000
7.500014427294290e-004	-1.129947e-004	5.001183e+000	0.000000e+000
7.500016075592107e-004	-1.323265e-004	5.000968e+000	0.000000e+000
7.500017921972595e-004	-1.468346e-004	5.000721e+000	0.000000e+000
7.500018006823515e-004	-1.474891e-004	5.000710e+000	0.000000e+000
7.500018176525355e-004	-1.489594e-004	5.000686e+000	0.000000e+000
7.500018515929033e-004	-1.520377e-004	5.000638e+000	0.000000e+000
7.500019194736391e-004	-1.580413e-004	5.000541e+000	0.000000e+000
7.500019999999998e-004	-1.645562e-004	5.000429e+000	0.000000e+000
7.500020051479374e-004	-1.621718e-004	5.000427e+000	0.000000e+000
7.500020154438125e-004	-1.577726e-004	5.000423e+000	0.000000e+000
7.500020360355627e-004	-1.504235e-004	5.000419e+000	0.000000e+000
7.500020772190631e-004	-1.393094e-004	5.000416e+000	0.000000e+000
7.500021295186712e-004	-1.301309e-004	5.000415e+000	0.000000e+000
7.500022298121600e-004	-1.211243e-004	5.000416e+000	0.000000e+000
7.500023786157764e-004	-1.161108e-004	5.000417e+000	0.000000e+000
7.500025687128683e-004	-1.151701e-004	5.000418e+000	0.000000e+000
7.500028319329690e-004	-1.160121e-004	5.000418e+000	0.000000e+000
7.500032472311873e-004	-1.170602e-004	5.000420e+000	0.000000e+000
7.500040654604177e-004	-1.171644e-004	5.000422e+000	0.000000e+000
7.500057019188785e-004	-1.142542e-004	5.000426e+000	0.000000e+000
7.500085484973251e-004	-1.063035e-004	5.000433e+000	0.000000e+000
7.500127936833444e-004	-9.356868e-005	5.000441e+000	0.000000e+000
7.500200933159394e-004	-7.449798e-005	5.000452e+000	0.000000e+000
7.500337906711965e-004	-4.920378e-005	5.000468e+000	0.000000e+000
7.500611853817105e-004	-2.030702e-005	5.000493e+000	0.000000e+000
7.500904307101887e-004	-6.414796e-006	5.000511e+000	0.000000e+000
7.501263103430041e-004	-9.902909e-007	5.000524e+000	0.000000e+000
7.501697152571760e-004	7.405171e-007	5.000532e+000	0.000000e+000
7.502417264623518e-004	1.241033e-006	5.000535e+000	0.000000e+000
7.503573390989643e-004	1.345318e-006	5.000532e+000	0.000000e+000
